,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,significant,symbol
ENSG00000137804.14,566.5113027,2.614495647,0.436543266,5.989087114,2.11E-09,2.60E-07,6.585391812,TRUE,NUSAP1
ENSG00000024526.17,359.0770771,3.51090974,0.588481805,5.966046371,2.43E-09,2.98E-07,6.526079218,TRUE,DEPDC1
ENSG00000184113.10,497.5111954,-1.863045178,0.312412217,-5.963419735,2.47E-09,3.01E-07,6.521176242,TRUE,CLDN5
ENSG00000165072.10,959.8456389,-2.412326718,0.40461049,-5.962096331,2.49E-09,3.02E-07,6.519730571,TRUE,MAMDC2
ENSG00000171241.9,311.5465313,3.620696004,0.608555891,5.949652376,2.69E-09,3.25E-07,6.488743902,TRUE,SHCBP1
ENSG00000101938.15,3088.227589,-3.235872254,0.544536856,-5.942430194,2.81E-09,3.38E-07,6.471646051,TRUE,CHRDL1
ENSG00000204767.4,293.1446314,-4.014192489,0.675991079,-5.938232937,2.88E-09,3.45E-07,6.462569963,TRUE,INSYN2B
ENSG00000186810.8,70.07979076,2.497127621,0.421212192,5.928431479,3.06E-09,3.64E-07,6.438867972,TRUE,CXCR3
ENSG00000206172.8,1123.052708,-2.876592307,0.485276225,-5.927742089,3.07E-09,3.64E-07,6.438867972,TRUE,HBA1
ENSG00000166292.12,250.3059489,-2.56556892,0.432884236,-5.926685948,3.09E-09,3.65E-07,6.43809109,TRUE,TMEM100
ENSG00000105373.19,4554.423033,-1.268153183,0.214144564,-5.92194898,3.18E-09,3.72E-07,6.429576281,TRUE,NOP53
ENSG00000189159.16,1017.907491,2.536385169,0.428257205,5.922574425,3.17E-09,3.72E-07,6.429576281,TRUE,JPT1
ENSG00000118193.12,286.8363492,3.042522966,0.51431435,5.915687488,3.30E-09,3.85E-07,6.415032349,TRUE,KIF14
ENSG00000129173.13,101.4015328,3.614604957,0.612063184,5.905607547,3.51E-09,4.07E-07,6.390432805,TRUE,E2F8
ENSG00000089692.9,102.1443611,2.915471675,0.494077661,5.900836858,3.62E-09,4.17E-07,6.379838369,TRUE,LAG3
ENSG00000125869.10,410.1839997,3.063923103,0.519703415,5.895522354,3.73E-09,4.29E-07,6.367814211,TRUE,LAMP5
ENSG00000266964.6,400.0090717,-3.580144062,0.608056644,-5.887846304,3.91E-09,4.47E-07,6.349588062,TRUE,FXYD1
ENSG00000112742.10,388.2628395,2.597356489,0.44151552,5.88282036,4.03E-09,4.59E-07,6.338333037,TRUE,TTK
ENSG00000185274.13,88.42728594,-2.70810713,0.460886378,-5.875867158,4.21E-09,4.76E-07,6.322025992,TRUE,GALNT17
ENSG00000154262.13,2844.061492,-2.544069645,0.433692637,-5.866066032,4.46E-09,5.03E-07,6.298273685,TRUE,ABCA6
ENSG00000241684.8,563.2942416,-2.944838795,0.502284644,-5.862888364,4.55E-09,5.11E-07,6.291874579,TRUE,ADAMTS9-AS2
ENSG00000133466.14,1214.413293,2.623597251,0.448369635,5.851415989,4.87E-09,5.45E-07,6.263793901,TRUE,C1QTNF6
ENSG00000011422.12,783.1656003,2.801070442,0.478981498,5.847972113,4.98E-09,5.51E-07,6.25859521,TRUE,PLAUR
ENSG00000153822.15,326.4630683,-5.688421447,0.972681996,-5.848182107,4.97E-09,5.51E-07,6.25859521,TRUE,KCNJ16
ENSG00000151632.18,437.7103272,-3.045191499,0.521159057,-5.843113455,5.12E-09,5.65E-07,6.247802334,TRUE,AKR1C2
ENSG00000109906.15,3576.305607,-3.669614389,0.628497981,-5.838705133,5.26E-09,5.75E-07,6.2400529,TRUE,ZBTB16
ENSG00000284946.1,163.059424,2.073852048,0.35515032,5.839364152,5.24E-09,5.75E-07,6.2400529,TRUE,NA
ENSG00000133800.9,2581.843411,-4.386967808,0.752394439,-5.830675479,5.52E-09,6.01E-07,6.220999071,TRUE,LYVE1
ENSG00000181195.11,279.1384206,-4.787958381,0.821518684,-5.828179531,5.60E-09,6.08E-07,6.216355773,TRUE,PENK
ENSG00000134028.14,395.6393574,4.978919494,0.855133179,5.822390731,5.80E-09,6.26E-07,6.203145649,TRUE,ADAMDEC1
ENSG00000088325.16,1030.113709,3.20346057,0.550567704,5.818468006,5.94E-09,6.37E-07,6.195933626,TRUE,TPX2
ENSG00000142945.13,285.9102147,2.966332316,0.509836351,5.81820482,5.95E-09,6.37E-07,6.195933626,TRUE,KIF2C
ENSG00000153291.16,245.622571,-2.021228722,0.34754314,-5.81576354,6.04E-09,6.44E-07,6.191414392,TRUE,SLC25A27
ENSG00000186871.7,114.2483456,2.734090883,0.470322983,5.81321981,6.13E-09,6.51E-07,6.186624171,TRUE,ERCC6L
ENSG00000168394.13,2617.081896,1.917569238,0.330025242,5.810371437,6.23E-09,6.59E-07,6.1810388,TRUE,TAP1
ENSG00000169442.9,240.3337141,2.022291933,0.3484162,5.804241984,6.47E-09,6.81E-07,6.166943609,TRUE,CD52
ENSG00000063180.9,207.6334056,-1.975014802,0.340618766,-5.798314719,6.70E-09,7.02E-07,6.153380395,TRUE,CA11
ENSG00000197576.15,104.323843,-2.735530681,0.471865017,-5.797273766,6.74E-09,7.04E-07,6.152468974,TRUE,HOXA4
ENSG00000196787.4,513.3770797,2.079973001,0.359055235,5.792905371,6.92E-09,7.20E-07,6.142940683,TRUE,H2AC11
ENSG00000121281.13,1824.624402,1.616271804,0.279238368,5.788143723,7.12E-09,7.32E-07,6.135488552,TRUE,ADCY7
ENSG00000150625.17,102.9423556,-4.810649073,0.831144814,-5.787979411,7.12E-09,7.32E-07,6.135488552,TRUE,GPM6A
ENSG00000155754.15,95.18738206,-2.738340117,0.473051388,-5.788673677,7.09E-09,7.32E-07,6.135488552,TRUE,CATSPERT
ENSG00000124256.15,182.0426654,2.445211955,0.422809503,5.783247391,7.33E-09,7.50E-07,6.125009658,TRUE,ZBP1
ENSG00000113739.11,5816.58435,-2.758321564,0.477057098,-5.781952672,7.38E-09,7.53E-07,6.123406686,TRUE,STC2
ENSG00000244649.5,70.67072534,6.058790963,1.049999177,5.770281631,7.91E-09,8.03E-07,6.095031744,TRUE,NA
ENSG00000289405.2,1180.99963,-2.531350969,0.439136051,-5.764388874,8.20E-09,8.29E-07,6.081578479,TRUE,NA
ENSG00000117650.13,236.9355719,2.986770589,0.518530984,5.760061951,8.41E-09,8.47E-07,6.072161408,TRUE,NEK2
ENSG00000137809.17,2664.829508,1.994397788,0.346545377,5.755084091,8.66E-09,8.69E-07,6.061071908,TRUE,ITGA11
ENSG00000003096.15,1089.028163,-2.600679112,0.452044252,-5.753151596,8.76E-09,8.75E-07,6.057810959,TRUE,KLHL13
ENSG00000170099.6,170.1640238,-8.388626154,1.459292022,-5.748421856,9.01E-09,8.97E-07,6.047359776,TRUE,SERPINA6
ENSG00000198099.10,72.43134173,-4.054552291,0.706178822,-5.741537643,9.38E-09,9.30E-07,6.031383915,TRUE,ADH4
ENSG00000173114.13,134.2649307,-2.76251009,0.481733988,-5.734513568,9.78E-09,9.66E-07,6.015063173,TRUE,LRRN3
ENSG00000130635.17,20704.67567,3.074408758,0.53706194,5.724495681,1.04E-08,1.02E-06,5.99109691,TRUE,COL5A1
ENSG00000248464.1,53.24963917,-4.137935825,0.723337136,-5.720618536,1.06E-08,1.04E-06,5.982856189,TRUE,FGF10-AS1
ENSG00000173432.13,1239.129773,-3.780081884,0.661549293,-5.713983713,1.10E-08,1.08E-06,5.967572098,TRUE,SAA1
ENSG00000170615.16,158.4809189,-5.362482273,0.938944231,-5.711182938,1.12E-08,1.09E-06,5.962082796,TRUE,SLC26A5
ENSG00000065328.17,166.5289738,2.741462981,0.480581735,5.704467695,1.17E-08,1.13E-06,5.946607453,TRUE,MCM10
ENSG00000139354.11,469.6034083,2.419826396,0.425819621,5.682749873,1.33E-08,1.28E-06,5.893446984,TRUE,GAS2L3
ENSG00000250208.7,176.4638119,-2.19399322,0.386111102,-5.682284734,1.33E-08,1.28E-06,5.893446984,TRUE,FZD10-AS1
ENSG00000167779.9,907.9080624,-3.023457412,0.5323243,-5.679728336,1.35E-08,1.29E-06,5.888590669,TRUE,IGFBP6
ENSG00000154721.15,1560.108237,-1.467151335,0.258588845,-5.673683784,1.40E-08,1.33E-06,5.874880891,TRUE,JAM2
ENSG00000106462.12,573.6599744,2.256398358,0.398258804,5.665658445,1.46E-08,1.39E-06,5.856162204,TRUE,EZH2
ENSG00000145390.12,3622.860324,-1.802488705,0.318270571,-5.663384767,1.48E-08,1.41E-06,5.852021439,TRUE,USP53
ENSG00000126778.12,466.689561,3.324951733,0.588200598,5.652751364,1.58E-08,1.49E-06,5.82673208,TRUE,SIX1
ENSG00000147434.9,118.7474064,6.024206992,1.066132802,5.650522132,1.60E-08,1.50E-06,5.82270406,TRUE,CHRNA6
ENSG00000274290.3,513.2307436,1.835009688,0.325034841,5.645578439,1.65E-08,1.54E-06,5.811817841,TRUE,H2BC6
ENSG00000276409.5,418.1289531,-2.35196342,0.416991675,-5.640312649,1.70E-08,1.58E-06,5.800123621,TRUE,CCL14
ENSG00000261011.1,20.01267374,-7.71753229,1.36925911,-5.636283327,1.74E-08,1.62E-06,5.79155166,TRUE,NA
ENSG00000149970.16,184.1034857,-2.239166949,0.397700792,-5.630280335,1.80E-08,1.67E-06,5.778010059,TRUE,CNKSR2
ENSG00000167900.12,438.3037884,2.775175812,0.493180384,5.627100957,1.83E-08,1.69E-06,5.7715826,TRUE,TK1
ENSG00000102384.14,260.0969939,2.540818934,0.451612968,5.626098259,1.84E-08,1.70E-06,5.770629957,TRUE,CENPI
ENSG00000167874.7,53.53568558,-2.541734847,0.452523811,-5.616798024,1.95E-08,1.78E-06,5.748810807,TRUE,TMEM88
ENSG00000156284.6,714.9576394,-4.565978343,0.813786471,-5.610781827,2.01E-08,1.84E-06,5.735262777,TRUE,CLDN8
ENSG00000088002.12,120.64962,-3.521267738,0.629029938,-5.597933459,2.17E-08,1.97E-06,5.706152217,TRUE,SULT2B1
ENSG00000198838.15,300.7781099,-2.733999645,0.488366231,-5.59825695,2.17E-08,1.97E-06,5.706152217,TRUE,RYR3
ENSG00000134986.14,3380.692481,2.108958077,0.377516911,5.586393663,2.32E-08,2.09E-06,5.678822564,TRUE,NREP
ENSG00000101447.15,181.7778953,3.079864453,0.55151801,5.584340665,2.35E-08,2.11E-06,5.676698329,TRUE,FAM83D
ENSG00000102837.7,1270.597049,-4.958481665,0.887930066,-5.584315538,2.35E-08,2.11E-06,5.676698329,TRUE,OLFM4
ENSG00000121211.8,31.16125215,7.506925356,1.348397829,5.567292677,2.59E-08,2.31E-06,5.635751501,TRUE,MND1
ENSG00000204262.14,28056.62202,3.015532854,0.541843233,5.565323459,2.62E-08,2.33E-06,5.632367224,TRUE,COL5A2
ENSG00000100526.21,165.9039305,2.22254634,0.399696764,5.560581269,2.69E-08,2.39E-06,5.622076705,TRUE,CDKN3
ENSG00000276903.2,147.9075766,3.157410758,0.568157025,5.557285433,2.74E-08,2.42E-06,5.615387422,TRUE,H2AC16
ENSG00000071539.14,294.1238034,3.07174371,0.552976898,5.554922318,2.78E-08,2.45E-06,5.61101629,TRUE,TRIP13
ENSG00000138180.16,303.3970927,3.276011589,0.590152269,5.551129363,2.84E-08,2.49E-06,5.603089227,TRUE,CEP55
ENSG00000139219.19,76.54403944,-3.151982156,0.568109156,-5.548198127,2.89E-08,2.53E-06,5.597302927,TRUE,COL2A1
ENSG00000051180.17,117.73454,2.738438633,0.493677199,5.547022703,2.91E-08,2.54E-06,5.595874014,TRUE,RAD51
ENSG00000106004.5,196.0752468,-2.11624611,0.381618817,-5.545444873,2.93E-08,2.55E-06,5.593441686,TRUE,HOXA5
ENSG00000005844.19,1079.112216,1.724687691,0.311192152,5.542195327,2.99E-08,2.58E-06,5.588332117,TRUE,ITGAL
ENSG00000151651.16,557.3266438,3.238633401,0.584314601,5.542619331,2.98E-08,2.58E-06,5.588332117,TRUE,ADAM8
ENSG00000188282.13,44.79155456,3.421782914,0.617908855,5.537682279,3.07E-08,2.64E-06,5.578609781,TRUE,RUFY4
ENSG00000233608.5,250.9550747,-1.723699197,0.311338129,-5.536421778,3.09E-08,2.65E-06,5.576950105,TRUE,TWIST2
ENSG00000115884.11,5262.77171,1.961170449,0.35444554,5.533065671,3.15E-08,2.69E-06,5.570094383,TRUE,SDC1
ENSG00000100342.22,2048.51671,1.256000046,0.22718259,5.528592861,3.23E-08,2.75E-06,5.560474272,TRUE,APOL1
ENSG00000136895.19,492.962536,-1.237217343,0.223837735,-5.527295666,3.25E-08,2.76E-06,5.558713961,TRUE,GARNL3
ENSG00000130695.16,599.729781,1.156748355,0.209337933,5.525746521,3.28E-08,2.78E-06,5.556326213,TRUE,CEP85
ENSG00000203747.13,4591.619691,2.900251463,0.525115505,5.523073368,3.33E-08,2.81E-06,5.551154967,TRUE,FCGR3A
ENSG00000110195.14,192.3717635,-4.386062768,0.794464186,-5.520780979,3.37E-08,2.84E-06,5.546923131,TRUE,FOLR1
ENSG00000090104.12,7753.531375,3.359866708,0.608815933,5.518690501,3.42E-08,2.86E-06,5.54318769,TRUE,RGS1
ENSG00000160856.21,101.1068398,2.502827246,0.454532106,5.506381651,3.66E-08,3.05E-06,5.515652919,TRUE,FCRL3
ENSG00000164087.8,171.507331,1.91909027,0.348491995,5.50684176,3.65E-08,3.05E-06,5.515652919,TRUE,POC1A
ENSG00000087586.18,286.5858139,2.614031526,0.47501567,5.503042728,3.73E-08,3.10E-06,5.508839249,TRUE,AURKA
ENSG00000146670.10,251.2805434,2.673759363,0.485989681,5.501679289,3.76E-08,3.10E-06,5.508299759,TRUE,CDCA5
ENSG00000276368.2,458.9987525,2.685459696,0.488072241,5.502176668,3.75E-08,3.10E-06,5.508299759,TRUE,H2AC14
ENSG00000126787.13,350.3794137,3.273391475,0.595057947,5.50096254,3.78E-08,3.11E-06,5.507937176,TRUE,DLGAP5
ENSG00000138685.18,1430.439357,-3.260708201,0.592869999,-5.499870475,3.80E-08,3.11E-06,5.506645857,TRUE,FGF2
ENSG00000129151.9,495.5530867,-3.917916172,0.71257339,-5.498263377,3.84E-08,3.13E-06,5.504082311,TRUE,BBOX1
ENSG00000237125.13,308.050246,-2.014906931,0.366551611,-5.496925596,3.86E-08,3.15E-06,5.502178376,TRUE,HAND2-AS1
ENSG00000151090.20,1699.061433,-1.585141257,0.288781837,-5.489061475,4.04E-08,3.28E-06,5.484217129,TRUE,THRB
ENSG00000244968.7,147.1755676,-1.756166653,0.32006901,-5.486837521,4.09E-08,3.31E-06,5.480131613,TRUE,LIFR-AS1
ENSG00000034239.11,60.65115387,-3.946227573,0.719443207,-5.485113397,4.13E-08,3.32E-06,5.478643905,TRUE,CLXN
ENSG00000165379.14,282.0966188,-2.94640076,0.537133576,-5.485415342,4.12E-08,3.32E-06,5.478643905,TRUE,LRFN5
ENSG00000170312.17,626.7857214,2.964913702,0.54063441,5.484137981,4.15E-08,3.33E-06,5.477615583,TRUE,CDK1
ENSG00000137807.16,356.8299166,2.124435045,0.387699053,5.479598236,4.26E-08,3.41E-06,5.467832222,TRUE,KIF23
ENSG00000143333.7,622.6822302,2.805229559,0.512233461,5.476466832,4.34E-08,3.46E-06,5.461507713,TRUE,RGS16
ENSG00000034971.17,43.59184931,-4.421706919,0.808175993,-5.47121785,4.47E-08,3.55E-06,5.449992158,TRUE,MYOC
ENSG00000177409.12,4460.620103,1.55412572,0.284536653,5.461952638,4.71E-08,3.73E-06,5.428652895,TRUE,SAMD9L
ENSG00000184347.16,4958.264897,-1.774715078,0.325042938,-5.459940426,4.76E-08,3.76E-06,5.425076514,TRUE,SLIT3
ENSG00000203852.4,1228.703251,3.43595624,0.630094088,5.453084398,4.95E-08,3.89E-06,5.409658032,TRUE,H3C15
ENSG00000111247.15,206.5474875,1.969284823,0.361628907,5.445595713,5.16E-08,4.05E-06,5.392711419,TRUE,RAD51AP1
ENSG00000165244.7,226.0333053,1.877106086,0.345078152,5.439654975,5.34E-08,4.17E-06,5.379557119,TRUE,ZNF367
ENSG00000078081.8,317.7409783,2.747096204,0.505093131,5.438791452,5.36E-08,4.18E-06,5.378782511,TRUE,LAMP3
ENSG00000165272.16,396.8274648,-2.366473193,0.435456217,-5.434468731,5.50E-08,4.27E-06,5.369577092,TRUE,AQP3
ENSG00000054967.13,259.5486614,2.275297713,0.419142571,5.428457691,5.68E-08,4.40E-06,5.35626746,TRUE,RELT
ENSG00000198018.7,1352.479278,1.187658974,0.219143436,5.419550751,5.97E-08,4.61E-06,5.335932837,TRUE,ENTPD7
ENSG00000180354.16,2185.580313,-1.951402268,0.360627498,-5.411129982,6.26E-08,4.82E-06,5.316806881,TRUE,MTURN
ENSG00000046889.19,1618.692461,-1.559211189,0.288273989,-5.408782098,6.35E-08,4.87E-06,5.312423208,TRUE,PREX2
ENSG00000139737.23,201.0971776,-1.775149875,0.328523175,-5.403423594,6.54E-08,5.00E-06,5.300743365,TRUE,SLAIN1
ENSG00000154920.15,99.19538841,2.934927799,0.544527373,5.389862741,7.05E-08,5.36E-06,5.27053419,TRUE,EME1
ENSG00000162551.14,456.4966672,-1.955695921,0.362833837,-5.390059365,7.04E-08,5.36E-06,5.27053419,TRUE,ALPL
ENSG00000273203.1,72.07933443,-2.363598221,0.4391956,-5.38165278,7.38E-08,5.60E-06,5.252002796,TRUE,NA
ENSG00000118946.12,674.9337606,3.020539042,0.561441351,5.379972527,7.45E-08,5.63E-06,5.249861015,TRUE,PCDH17
ENSG00000129810.15,98.73434349,2.27287577,0.422491425,5.379696804,7.46E-08,5.63E-06,5.249861015,TRUE,SGO1
ENSG00000010319.7,1064.362787,-1.872271762,0.348371924,-5.374347459,7.69E-08,5.78E-06,5.23824583,TRUE,SEMA3G
ENSG00000174946.7,130.2745942,2.434635836,0.453108587,5.373184053,7.74E-08,5.80E-06,5.236721477,TRUE,GPR171
ENSG00000276070.5,251.382113,3.576373061,0.665762579,5.371844517,7.79E-08,5.82E-06,5.234769635,TRUE,CCL4L2
ENSG00000051341.15,280.6700582,2.639133613,0.491973824,5.364378115,8.12E-08,6.05E-06,5.218066651,TRUE,POLQ
ENSG00000000005.6,67.37266992,-4.012787618,0.748238052,-5.362982556,8.19E-08,6.08E-06,5.215977586,TRUE,TNMD
ENSG00000123243.15,2279.701535,-2.559948682,0.477422073,-5.362024143,8.23E-08,6.10E-06,5.214936879,TRUE,ITIH5
ENSG00000197584.13,34.63725306,-5.451596367,1.018510879,-5.352516581,8.67E-08,6.39E-06,5.19433003,TRUE,KCNMB2
ENSG00000205221.13,230.8101608,-2.846844245,0.531881796,-5.352400229,8.68E-08,6.39E-06,5.19433003,TRUE,VIT
ENSG00000225670.4,100.7326292,-2.400941063,0.448748164,-5.350308387,8.78E-08,6.45E-06,5.19056226,TRUE,NA
ENSG00000198805.13,882.9488273,1.906500475,0.356626798,5.345926012,9.00E-08,6.59E-06,5.181298788,TRUE,PNP
ENSG00000187741.16,277.8043759,1.671031215,0.312691627,5.344022903,9.09E-08,6.64E-06,5.177981968,TRUE,FANCA
ENSG00000136811.17,1178.863053,1.067810882,0.199871716,5.342481176,9.17E-08,6.68E-06,5.175529173,TRUE,ODF2
ENSG00000229183.10,369.9949884,-5.095426448,0.954309819,-5.339383865,9.33E-08,6.77E-06,5.169347232,TRUE,PGA4
ENSG00000052850.8,619.697625,-3.992639481,0.748435478,-5.334647542,9.57E-08,6.93E-06,5.159242591,TRUE,ALX4
ENSG00000101082.14,103.1430267,1.833737777,0.343827761,5.333303428,9.64E-08,6.96E-06,5.157258142,TRUE,SLA2
ENSG00000196890.5,226.440432,2.486623593,0.466503861,5.330338723,9.80E-08,7.04E-06,5.152619881,TRUE,H2BC26
ENSG00000259807.2,238.8319274,3.903069982,0.732203214,5.330582967,9.79E-08,7.04E-06,5.152619881,TRUE,LOC101928188
ENSG00000146555.20,632.1913199,-1.962226921,0.368335141,-5.327286766,9.97E-08,7.12E-06,5.147310206,TRUE,SDK1
ENSG00000255833.2,65.87324872,2.748047934,0.51586216,5.327097329,9.98E-08,7.12E-06,5.147310206,TRUE,TIFAB
ENSG00000255794.11,1092.033281,-5.139346824,0.965431875,-5.323365592,1.02E-07,7.25E-06,5.139608649,TRUE,RMST
ENSG00000025423.11,79.85608668,3.696468222,0.694799597,5.32019339,1.04E-07,7.36E-06,5.133245234,TRUE,HSD17B6
ENSG00000006118.15,1121.298097,2.027340562,0.381142547,5.319113751,1.04E-07,7.38E-06,5.131876206,TRUE,TMEM132A
ENSG00000283646.2,26.7228872,-3.962681493,0.74580858,-5.313268849,1.08E-07,7.60E-06,5.119137751,TRUE,LINC02009
ENSG00000114547.10,103.1491025,-3.297136139,0.621287683,-5.306939491,1.11E-07,7.83E-06,5.106454575,TRUE,ROPN1B
ENSG00000147883.12,1190.049734,2.488422192,0.468893602,5.307008202,1.11E-07,7.83E-06,5.106454575,TRUE,CDKN2B
ENSG00000176595.4,208.8183107,-1.674799718,0.315697303,-5.305080856,1.13E-07,7.88E-06,5.103223491,TRUE,KBTBD11
ENSG00000075702.19,210.8379036,1.315277955,0.247958642,5.304424735,1.13E-07,7.89E-06,5.102852942,TRUE,WDR62
ENSG00000137801.11,30869.05475,1.84986543,0.34880645,5.303415207,1.14E-07,7.91E-06,5.101638129,TRUE,THBS1
ENSG00000240583.14,6566.307712,-1.454769083,0.274474682,-5.300194082,1.16E-07,8.03E-06,5.095158567,TRUE,AQP1
ENSG00000168461.13,5008.656744,1.583573445,0.299038253,5.295554759,1.19E-07,8.19E-06,5.086487465,TRUE,RAB31
ENSG00000253768.1,23.34608426,-6.968872453,1.31590138,-5.295892656,1.18E-07,8.19E-06,5.086487465,TRUE,NA
ENSG00000265972.6,49866.86003,-1.356234803,0.256233897,-5.292956238,1.20E-07,8.29E-06,5.08148801,TRUE,TXNIP
ENSG00000267454.6,56.39945134,-2.341702304,0.442483138,-5.292184269,1.21E-07,8.30E-06,5.08082633,TRUE,ZNF582-DT
ENSG00000086696.11,92.05078104,-3.970504857,0.750558223,-5.290069092,1.22E-07,8.38E-06,5.076971896,TRUE,HSD17B2
ENSG00000138356.14,1113.532619,-1.88455411,0.356628424,-5.284363172,1.26E-07,8.62E-06,5.06459585,TRUE,AOX1
ENSG00000167895.16,441.1826276,1.317827697,0.249925334,5.27288561,1.34E-07,9.15E-06,5.038560318,TRUE,TMC8
ENSG00000148773.14,2498.114411,3.269423062,0.620161076,5.271893366,1.35E-07,9.18E-06,5.037371274,TRUE,MKI67
ENSG00000289502.1,47.02409591,-2.599162801,0.493120774,-5.270844264,1.36E-07,9.20E-06,5.036045009,TRUE,NA
ENSG00000182492.16,23389.69198,4.036539784,0.766237225,5.268002717,1.38E-07,9.32E-06,5.030475934,TRUE,BGN
ENSG00000198796.7,326.328135,3.791749363,0.72085065,5.260103964,1.44E-07,9.71E-06,5.012957247,TRUE,ALPK2
ENSG00000141639.12,39.64480081,-3.60391221,0.685312917,-5.258783426,1.45E-07,9.72E-06,5.012130444,TRUE,MAPK4
ENSG00000274641.2,576.2877303,3.1968197,0.607882662,5.258942058,1.45E-07,9.72E-06,5.012130444,TRUE,H2BC17
ENSG00000123838.11,110.6084982,-5.344402151,1.017089674,-5.254602702,1.48E-07,9.92E-06,5.003403415,TRUE,C4BPA
ENSG00000288765.1,63.99105461,4.133039007,0.787181177,5.250429158,1.52E-07,1.01E-05,4.994697687,TRUE,NA
ENSG00000149090.13,728.3680726,-3.113264251,0.59326115,-5.247713003,1.54E-07,1.02E-05,4.989430458,TRUE,PAMR1
ENSG00000070193.5,844.1379776,-3.092090371,0.589369611,-5.246436727,1.55E-07,1.03E-05,4.987943268,TRUE,FGF10
ENSG00000116824.5,453.5442265,1.723012985,0.328435559,5.246121912,1.55E-07,1.03E-05,4.987943268,TRUE,CD2
ENSG00000280073.1,43.64371596,-2.382488027,0.454753986,-5.239070133,1.61E-07,1.07E-05,4.972466312,TRUE,NA
ENSG00000167614.14,109.5241504,-3.326105435,0.635409177,-5.234588285,1.65E-07,1.09E-05,4.963048272,TRUE,TTYH1
ENSG00000125508.4,176.0388776,1.937032314,0.370200047,5.232393483,1.67E-07,1.10E-05,4.959009751,TRUE,SRMS
ENSG00000170364.13,680.8874659,-1.174986261,0.224687564,-5.229422767,1.70E-07,1.11E-05,4.95314765,TRUE,SETMAR
ENSG00000161800.13,746.9668308,1.594905247,0.305387345,5.222564967,1.76E-07,1.15E-05,4.940385259,TRUE,RACGAP1
ENSG00000197776.8,308.0480995,-1.814461646,0.347364448,-5.223509941,1.76E-07,1.15E-05,4.940385259,TRUE,KLHDC1
ENSG00000293448.1,22.45876798,-6.302994209,1.206771141,-5.223023648,1.76E-07,1.15E-05,4.940385259,TRUE,NA
ENSG00000162073.14,450.199962,2.031724186,0.389757099,5.212795848,1.86E-07,1.21E-05,4.918592691,TRUE,PAQR4
ENSG00000093009.11,114.2479488,2.934971851,0.563206508,5.211182419,1.88E-07,1.21E-05,4.917268715,TRUE,CDC45
ENSG00000107438.9,2526.222237,-1.508394924,0.289473621,-5.210819973,1.88E-07,1.21E-05,4.917268715,TRUE,PDLIM1
ENSG00000170577.8,151.7678817,4.31939258,0.828798883,5.211629347,1.87E-07,1.21E-05,4.917268715,TRUE,SIX2
ENSG00000198483.13,116.7135704,-1.82959298,0.351184514,-5.209776938,1.89E-07,1.21E-05,4.915922378,TRUE,ANKRD35
ENSG00000120251.22,65.10403782,-4.708230356,0.903921818,-5.208669891,1.90E-07,1.22E-05,4.914423941,TRUE,GRIA2
ENSG00000174514.13,118.7618792,-2.070017836,0.397622368,-5.205989407,1.93E-07,1.23E-05,4.909242328,TRUE,SLC60A1
ENSG00000085563.15,573.6784338,-2.060408992,0.396065685,-5.202190121,1.97E-07,1.25E-05,4.901445544,TRUE,ABCB1
ENSG00000276085.1,112.8607235,3.839163805,0.738260486,5.200283477,1.99E-07,1.26E-05,4.898073906,TRUE,CCL3L1
ENSG00000164611.13,310.7506097,2.512941664,0.483533424,5.19703818,2.02E-07,1.28E-05,4.89157452,TRUE,PTTG1
ENSG00000187800.14,703.9199794,-1.689807295,0.325765547,-5.187188485,2.13E-07,1.35E-05,4.869671612,TRUE,PEAR1
ENSG00000158578.21,38.34276904,-4.169040355,0.805106596,-5.178246425,2.24E-07,1.41E-05,4.849984167,TRUE,ALAS2
ENSG00000215784.6,58.68404321,2.423222013,0.468001065,5.177813037,2.25E-07,1.41E-05,4.849984167,TRUE,FAM72D
ENSG00000186185.14,262.6857196,2.825190964,0.545718116,5.177015166,2.25E-07,1.42E-05,4.849198473,TRUE,KIF18B
ENSG00000105173.14,74.49129075,3.42347077,0.661894598,5.172229503,2.31E-07,1.45E-05,4.839135887,TRUE,CCNE1
ENSG00000158714.11,982.5008291,3.030432774,0.58597071,5.171645479,2.32E-07,1.45E-05,4.83884392,TRUE,SLAMF8
ENSG00000177932.7,615.965393,-1.618595675,0.313529499,-5.162498842,2.44E-07,1.52E-05,4.818661988,TRUE,ZNF354C
ENSG00000066382.17,307.0624796,-2.241673066,0.434699513,-5.156833628,2.51E-07,1.56E-05,4.807693921,TRUE,MPPED2
ENSG00000130827.6,1950.915092,1.875620776,0.363751881,5.156319114,2.52E-07,1.56E-05,4.807693921,TRUE,PLXNA3
ENSG00000213088.14,975.4434406,-2.210970104,0.428731646,-5.157002343,2.51E-07,1.56E-05,4.807693921,TRUE,ACKR1
