,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,significant,symbol
ENSG00000260729.1,45.62890398,-0.034783157,0.533176525,-0.0652376,0.947984825,0.982931085,0.00747693,FALSE,NA
ENSG00000054690.14,595.2917788,-0.035131811,0.541694355,-0.064855414,0.948289121,0.982966631,0.007461225,FALSE,PLEKHH1
ENSG00000109063.15,65.68384163,-0.034984443,0.538705837,-0.064941644,0.948220463,0.982966631,0.007461225,FALSE,MYH3
ENSG00000144451.20,733.296202,0.031580736,0.486797941,0.064874424,0.948273984,0.982966631,0.007461225,FALSE,SPAG16
ENSG00000165060.15,407.3627419,-0.019352511,0.297179596,-0.065120591,0.948077986,0.982966631,0.007461225,FALSE,FXN
ENSG00000250378.4,14.72860764,0.081083178,1.248189485,0.064960632,0.948205345,0.982966631,0.007461225,FALSE,LOC107986453
ENSG00000267748.4,7.408128856,-0.111522482,1.71852847,-0.064894172,0.948258261,0.982966631,0.007461225,FALSE,NA
ENSG00000271538.7,46.61553324,0.029491365,0.4537463,0.064995275,0.948177762,0.982966631,0.007461225,FALSE,NA
ENSG00000233061.1,20.95165316,0.051038473,0.787920441,0.064776175,0.948352211,0.982992043,0.007449997,FALSE,TTLL7-IT1
ENSG00000152284.5,739.8939613,-0.033214552,0.514821999,-0.064516575,0.94855891,0.983166302,0.007373015,FALSE,TCF7L1
ENSG00000196566.2,42.18579302,-0.033431481,0.519532585,-0.064349152,0.948692217,0.983260884,0.007331237,FALSE,NA
ENSG00000290958.1,13.34262205,0.070903449,1.102610902,0.064305049,0.948727333,0.983260884,0.007331237,FALSE,NA
ENSG00000258738.1,64.42581489,0.026307548,0.409603916,0.064226799,0.948789639,0.983285468,0.007320379,FALSE,BAZ1A-AS1
ENSG00000226789.1,71.06991574,0.025727118,0.401235057,0.064119817,0.948874823,0.983286021,0.007320135,FALSE,NA
ENSG00000268996.3,45.73877125,0.03464081,0.540944855,0.064037599,0.948940289,0.983286021,0.007320135,FALSE,MAN1B1-DT
ENSG00000274370.1,18.40098462,-0.039920716,0.623361857,-0.064040999,0.948937582,0.983286021,0.007320135,FALSE,NA
ENSG00000275807.1,6.853561497,-0.065364444,1.020804418,-0.064032289,0.948944516,0.983286021,0.007320135,FALSE,NA
ENSG00000178585.15,770.7734289,0.025093269,0.392501765,0.063931607,0.949024685,0.983289126,0.007318764,FALSE,CTNNBIP1
ENSG00000276030.1,6.632946158,-0.061832847,0.966861917,-0.063952096,0.94900837,0.983289126,0.007318764,FALSE,NA
ENSG00000176049.16,46.83133295,0.024614354,0.385878208,0.063787883,0.949139127,0.98336752,0.00728414,FALSE,JAKMIP2
ENSG00000238622.1,20.79383201,-0.04637769,0.727611216,-0.063739658,0.949177526,0.98336752,0.00728414,FALSE,SNORD97
ENSG00000112619.8,51.80429286,0.040034473,0.63132301,0.063413613,0.949437148,0.983590517,0.007185667,FALSE,PRPH2
ENSG00000259431.6,411.8608785,-0.015567692,0.245654138,-0.063372399,0.949469965,0.983590517,0.007185667,FALSE,THTPA
ENSG00000155111.15,1598.41513,0.018026842,0.285205849,0.063206424,0.94960213,0.983624308,0.007170747,FALSE,CDK19
ENSG00000176171.12,748.099839,-0.033186468,0.525218582,-0.063186014,0.949618382,0.983624308,0.007170747,FALSE,BNIP3
ENSG00000236209.1,14.88053148,0.043006601,0.680616088,0.063187752,0.949616998,0.983624308,0.007170747,FALSE,NA
ENSG00000153292.16,232.0732223,-0.113925931,1.809392027,-0.062963653,0.949795448,0.983687763,0.007142731,FALSE,ADGRF1
ENSG00000225790.3,5.486896388,0.096999042,1.540130359,0.062981059,0.949781587,0.983687763,0.007142731,FALSE,NA
ENSG00000279423.1,54.15671994,-0.165319257,2.623343649,-0.063018529,0.94975175,0.983687763,0.007142731,FALSE,NA
ENSG00000283236.1,90.96105712,-0.035751183,0.568527599,-0.062883812,0.949859025,0.983713628,0.007131312,FALSE,NA
ENSG00000174206.13,493.8365608,0.026649557,0.425634469,0.062611369,0.950075976,0.983778386,0.007102723,FALSE,KICS2
ENSG00000197837.4,644.6982032,-0.024341682,0.388672008,-0.062627824,0.950062873,0.983778386,0.007102723,FALSE,H4C16
ENSG00000276203.7,11.72864321,-0.06460303,1.03145306,-0.062633029,0.950058727,0.983778386,0.007102723,FALSE,NA
ENSG00000286125.3,35.25511896,-0.037340887,0.595735882,-0.062680271,0.950021108,0.983778386,0.007102723,FALSE,ZIM2-AS1
ENSG00000288874.2,6.117572178,0.062662832,1.005259635,0.062334973,0.950296078,0.983966314,0.007019769,FALSE,NA
ENSG00000227627.5,109.7678851,0.025571408,0.412962943,0.061921798,0.950625109,0.98426701,0.006887071,FALSE,NA
ENSG00000225526.6,26.38220701,-0.046074307,0.745883662,-0.061771438,0.950744849,0.984311001,0.006867661,FALSE,MKRN2OS
ENSG00000234551.2,38.28472612,0.037359917,0.604561923,0.061796675,0.950724751,0.984311001,0.006867661,FALSE,NA
ENSG00000213700.3,15.05284602,0.04001371,0.649063333,0.061648391,0.95084284,0.98433247,0.006858189,FALSE,RPL17P50
ENSG00000238231.2,5.224302992,-0.088761325,1.439460745,-0.061662901,0.950831285,0.98433247,0.006858189,FALSE,NA
ENSG00000050165.19,3511.715593,-0.01677561,0.273256579,-0.061391423,0.951047483,0.984427085,0.006816446,FALSE,DKK3
ENSG00000255002.2,45.40638276,0.027605277,0.449684484,0.061388101,0.951050128,0.984427085,0.006816446,FALSE,LINC02324
ENSG00000289326.2,6.791505721,0.072797347,1.184533315,0.061456563,0.950995606,0.984427085,0.006816446,FALSE,LOC105374378
ENSG00000033170.17,2667.042952,0.017349457,0.283120519,0.061279406,0.951136692,0.984436713,0.006812198,FALSE,FUT8
ENSG00000100815.12,3522.187472,-0.013080209,0.213346666,-0.061309647,0.951112608,0.984436713,0.006812198,FALSE,TRIP11
ENSG00000070371.16,182.1113333,-0.02705073,0.442492608,-0.061132614,0.951253595,0.98448149,0.006792445,FALSE,CLTCL1
ENSG00000261529.1,37.25523575,-0.040331727,0.659790691,-0.061128063,0.95125722,0.98448149,0.006792445,FALSE,NA
ENSG00000253877.6,1369.939301,-0.022478018,0.368556938,-0.060989268,0.951367756,0.984555902,0.00675962,FALSE,LINC01608
ENSG00000087085.16,21.47955306,0.042488161,0.699337072,0.06075491,0.9515544,0.984615491,0.006733336,FALSE,ACHE
ENSG00000119715.15,9.467308145,0.047737722,0.786156758,0.060722905,0.951579889,0.984615491,0.006733336,FALSE,ESRRB
ENSG00000256751.6,298.9465011,0.02796816,0.459982507,0.060802661,0.951516371,0.984615491,0.006733336,FALSE,PLBD1-AS1
ENSG00000286928.1,89.44152324,-0.026428205,0.435140759,-0.060734842,0.951570383,0.984615491,0.006733336,FALSE,NA
ENSG00000170584.11,600.02226,-0.016233375,0.26769138,-0.060642127,0.951644222,0.984642077,0.006721609,FALSE,NUDCD2
ENSG00000279726.2,15.45057733,0.06358425,1.051857978,0.060449463,0.951797665,0.984760857,0.006669223,FALSE,NA
ENSG00000166263.13,1215.921507,0.022130996,0.367527456,0.0602159,0.951983683,0.984873343,0.006619617,FALSE,STXBP4
ENSG00000272872.1,19.4680494,0.070104356,1.163626679,0.060246433,0.951959365,0.984873343,0.006619617,FALSE,NA
ENSG00000236107.11,36.62527745,0.032644457,0.544238475,0.059981898,0.952170052,0.9849541,0.006584007,FALSE,SCN1A-AS1
ENSG00000246273.9,207.4819256,0.023134468,0.385752557,0.059972299,0.952177697,0.9849541,0.006584007,FALSE,SBF2-AS1
ENSG00000273398.6,8.555661189,-0.105716639,1.761898892,-0.060001536,0.952154412,0.9849541,0.006584007,FALSE,NA
ENSG00000242525.1,5.263737558,-0.061553754,1.027620548,-0.059899303,0.952235835,0.984974257,0.00657512,FALSE,OR7E100P
ENSG00000259736.1,11.35647628,-0.043307738,0.72503241,-0.05973214,0.952368973,0.985071987,0.006532031,FALSE,CRTC3-AS1
ENSG00000260361.1,29.26949518,-0.047608281,0.797894105,-0.059667417,0.952420523,0.985085323,0.006526152,FALSE,NA
ENSG00000079974.19,879.0618405,0.016902936,0.284598918,0.059392131,0.952639781,0.985106682,0.006516735,FALSE,RABL2B
ENSG00000147202.19,1714.940016,-0.021412269,0.360059254,-0.059468736,0.952578767,0.985106682,0.006516735,FALSE,DIAPH2
ENSG00000178449.9,308.003827,0.023256886,0.391258203,0.059441273,0.95260064,0.985106682,0.006516735,FALSE,COX14
ENSG00000261625.1,10.65473398,0.057230137,0.962725913,0.05944593,0.952596931,0.985106682,0.006516735,FALSE,NA
ENSG00000263956.8,973.0021169,-0.018980061,0.319797365,-0.059350275,0.952673118,0.985106682,0.006516735,FALSE,NBPF11
ENSG00000293296.1,7.15281407,0.058660222,0.987802447,0.059384568,0.952645804,0.985106682,0.006516735,FALSE,PFN1P2
ENSG00000146476.11,1310.013678,-0.029897351,0.504161371,-0.059301153,0.952712243,0.985107165,0.006516522,FALSE,DCPH1
ENSG00000150776.18,1237.170342,-0.023029258,0.389842607,-0.05907322,0.952893788,0.985254906,0.006451394,FALSE,NKAPD1
ENSG00000261379.1,30.93298261,-0.074638795,1.264968255,-0.059004481,0.952948539,0.985271539,0.006444062,FALSE,NA
ENSG00000054523.20,4462.208565,0.020006737,0.339983777,0.058846152,0.953074648,0.98530285,0.006430261,FALSE,KIF1B
ENSG00000100413.17,1035.754879,-0.019686212,0.33442249,-0.058866292,0.953058606,0.98530285,0.006430261,FALSE,POLR3H
ENSG00000198039.12,346.4550599,0.014213264,0.241636587,0.058820829,0.953094818,0.98530285,0.006430261,FALSE,ZNF273
ENSG00000170004.19,6654.761301,0.015452105,0.26305502,0.058740963,0.953158432,0.985328641,0.006418893,FALSE,CHD3
ENSG00000183506.18,90.55644015,0.034490792,0.587947549,0.058663043,0.953220496,0.985349369,0.006409757,FALSE,NA
ENSG00000253837.1,21.31404184,0.035775591,0.610432054,0.058606999,0.953265135,0.985349369,0.006409757,FALSE,LOXL2-AS1
ENSG00000261305.2,19.24103693,-0.042818605,0.731065264,-0.058570153,0.953294484,0.985349369,0.006409757,FALSE,NA
ENSG00000236423.8,24.98857776,0.037644644,0.645028843,0.05836118,0.953460936,0.985481445,0.006351548,FALSE,LINC01134
ENSG00000240541.3,54.72457642,0.027083552,0.465324063,0.058203634,0.953586426,0.985571175,0.006312007,FALSE,TM4SF1-AS1
ENSG00000176401.6,53.23997124,-0.027795565,0.480530431,-0.057843505,0.953873284,0.985827671,0.006198996,FALSE,EID2B
ENSG00000004487.18,2797.94723,-0.013498342,0.234496714,-0.057563031,0.954096698,0.985949854,0.006145173,FALSE,KDM1A
ENSG00000141425.18,1806.751244,-0.018888281,0.329087414,-0.05739594,0.954229797,0.985949854,0.006145173,FALSE,RPRD1A
ENSG00000165105.10,2305.710803,0.04203967,0.730714165,0.057532305,0.954121173,0.985949854,0.006145173,FALSE,RASEF
ENSG00000203867.8,133.8716009,0.019466958,0.339411179,0.057355086,0.95426234,0.985949854,0.006145173,FALSE,RBM20
ENSG00000232406.8,42.33046452,0.02959423,0.513946288,0.057582341,0.954081316,0.985949854,0.006145173,FALSE,NA
ENSG00000273367.1,4.994817748,0.081441994,1.419286609,0.057382345,0.954240626,0.985949854,0.006145173,FALSE,NA
ENSG00000275363.1,6.288207099,-0.057572453,1.003352805,-0.057380069,0.95424244,0.985949854,0.006145173,FALSE,NA
ENSG00000160180.17,1199.938485,-0.091808593,1.603739304,-0.057246582,0.954348772,0.985999179,0.006123447,FALSE,TFF3
ENSG00000151239.14,3473.227018,-0.013043665,0.228098846,-0.057184267,0.954398411,0.986010488,0.006118465,FALSE,TWF1
ENSG00000112339.15,2032.221457,-0.012924006,0.226744535,-0.056998091,0.954546716,0.98608375,0.006086198,FALSE,HBS1L
ENSG00000183929.7,7.120306489,-0.09569073,1.678073146,-0.057024171,0.954525941,0.98608375,0.006086198,FALSE,NA
ENSG00000141540.11,402.4637592,-0.025227932,0.443390829,-0.056897731,0.954626662,0.986116789,0.006071647,FALSE,TTYH2
ENSG00000213711.3,7.596014834,0.059717296,1.050236911,0.056860786,0.954656092,0.986116789,0.006071647,FALSE,NA
ENSG00000177000.13,1401.874253,0.016458561,0.29041148,0.056673244,0.954805488,0.986122806,0.006068997,FALSE,MTHFR
ENSG00000185436.12,620.6155318,0.024431602,0.430595096,0.056739155,0.954752983,0.986122806,0.006068997,FALSE,IFNLR1
ENSG00000204564.12,202.3871896,-0.019196408,0.337969389,-0.056799251,0.95470511,0.986122806,0.006068997,FALSE,C6orf136
ENSG00000256274.2,7.860614765,-0.130928,2.310800177,-0.056659162,0.954816706,0.986122806,0.006068997,FALSE,TAS2R64P
ENSG00000196832.5,18.17039449,0.036162208,0.640720588,0.056439903,0.95499137,0.986263225,0.00600716,FALSE,OR11G2
ENSG00000152234.16,8759.347565,-0.0181745,0.323345917,-0.056207607,0.955176421,0.98629445,0.005993411,FALSE,ATP5F1A
ENSG00000180712.5,11.41891694,-0.049472102,0.879462992,-0.056252626,0.955140558,0.98629445,0.005993411,FALSE,LINC02363
ENSG00000198718.13,1895.766627,-0.01658517,0.294738949,-0.056270709,0.955126152,0.98629445,0.005993411,FALSE,TOGARAM1
ENSG00000249456.1,103.9258835,-0.020268632,0.360155803,-0.056277399,0.955120823,0.98629445,0.005993411,FALSE,NA
ENSG00000163624.6,1057.075097,0.026745404,0.477267439,0.05603861,0.955311049,0.986393495,0.0059498,FALSE,CDS1
ENSG00000290873.1,173.5889222,0.02521527,0.450704853,0.055946302,0.955384585,0.986429455,0.005933968,FALSE,LINC03009
ENSG00000146833.16,1739.453167,0.018207436,0.326127973,0.055829114,0.955477942,0.986437033,0.005930632,FALSE,TRIM4
ENSG00000249948.7,4.773402788,-0.05968122,1.069722403,-0.055791316,0.955508053,0.986437033,0.005930632,FALSE,GBA3
ENSG00000284624.1,387.5660408,0.023191161,0.415568828,0.055805825,0.955496494,0.986437033,0.005930632,FALSE,LOC105374312
ENSG00000204120.16,3903.425483,0.010886643,0.195403419,0.055713677,0.955569904,0.986460922,0.005920114,FALSE,GIGYF2
ENSG00000144681.11,217.1506823,-0.04642793,0.835960016,-0.055538458,0.955709492,0.986525094,0.005891863,FALSE,STAC
ENSG00000274227.1,6.206093548,0.062410372,1.123012547,0.055574065,0.955681126,0.986525094,0.005891863,FALSE,NA
ENSG00000057019.16,2639.668287,0.026350017,0.47546664,0.055419277,0.955804439,0.98653835,0.005886028,FALSE,DCBLD2
ENSG00000124164.16,2622.531565,-0.014661405,0.264758351,-0.055376554,0.955838475,0.98653835,0.005886028,FALSE,VAPB
ENSG00000175471.20,1041.521218,0.018773614,0.338693796,0.055429459,0.955796327,0.98653835,0.005886028,FALSE,MCTP1
ENSG00000144229.13,143.1754278,-0.033069002,0.605279562,-0.054634262,0.956429842,0.986921595,0.005717348,FALSE,THSD7B
ENSG00000159592.11,4860.92047,-0.012761543,0.23388139,-0.054564167,0.956485686,0.986921595,0.005717348,FALSE,GPBP1L1
ENSG00000181104.7,3645.672216,0.014985734,0.273769854,0.054738436,0.956346848,0.986921595,0.005717348,FALSE,F2R
ENSG00000213462.5,1097.234823,-0.018376831,0.334987523,-0.054858256,0.956251389,0.986921595,0.005717348,FALSE,ERV3-1
ENSG00000232328.3,10.22774927,0.04698647,0.861795977,0.054521571,0.956519623,0.986921595,0.005717348,FALSE,NA
ENSG00000266965.1,43.24795924,-0.028769269,0.526930701,-0.054597823,0.956458873,0.986921595,0.005717348,FALSE,NA
ENSG00000279861.1,130.1050818,-0.025396461,0.464710195,-0.054650106,0.95641722,0.986921595,0.005717348,FALSE,NA
ENSG00000290762.1,500.5613568,-0.027031384,0.494701522,-0.054641806,0.956423832,0.986921595,0.005717348,FALSE,NA
ENSG00000068784.13,1014.852504,0.011716588,0.216722307,0.054062678,0.956885227,0.986922579,0.005716915,FALSE,SRBD1
ENSG00000143365.20,692.3378725,0.047469079,0.878699557,0.054021968,0.956917662,0.986922579,0.005716915,FALSE,RORC
ENSG00000156172.6,224.3747598,0.021459883,0.394395981,0.054412023,0.9566069,0.986922579,0.005716915,FALSE,CFAP418
ENSG00000166704.13,962.2071821,-0.023601671,0.437293167,-0.053972192,0.956957319,0.986922579,0.005716915,FALSE,ZNF606
ENSG00000172922.11,642.3050105,-0.027165852,0.501746047,-0.054142633,0.956821526,0.986922579,0.005716915,FALSE,RNASEH2C
ENSG00000175110.14,851.00599,-0.018049254,0.333506805,-0.054119596,0.95683988,0.986922579,0.005716915,FALSE,MRPS22
ENSG00000178982.10,2947.253679,0.019271752,0.356542197,0.054051812,0.956893885,0.986922579,0.005716915,FALSE,EIF3K
ENSG00000184428.13,348.6106216,-0.01831531,0.336822794,-0.054376695,0.956635046,0.986922579,0.005716915,FALSE,TOP1MT
ENSG00000228828.1,44.59884634,0.043901639,0.808278586,0.054314985,0.956684211,0.986922579,0.005716915,FALSE,TLK2P2
ENSG00000277550.1,11.81645473,0.037663364,0.695863722,0.054124627,0.956835871,0.986922579,0.005716915,FALSE,NA
ENSG00000289479.1,49.38587141,-0.024351718,0.45148408,-0.053937047,0.95698532,0.986922579,0.005716915,FALSE,NA
ENSG00000293260.1,8.714768407,-0.045884378,0.847397955,-0.054147378,0.956817745,0.986922579,0.005716915,FALSE,NA
ENSG00000291267.1,28.52076622,-0.027056655,0.502614753,-0.053831796,0.957069177,0.986969116,0.005696437,FALSE,NA
ENSG00000230185.7,62.10656009,0.030915116,0.576141002,0.053658941,0.957206896,0.986991314,0.005686669,FALSE,NA
ENSG00000236064.3,4.565494211,-0.064195258,1.195268401,-0.053707818,0.957167954,0.986991314,0.005686669,FALSE,LOC101928335
ENSG00000241520.1,8.869390583,0.041621246,0.77504138,0.053701966,0.957172616,0.986991314,0.005686669,FALSE,NA
ENSG00000110367.14,11096.04611,-0.015444105,0.289080772,-0.053424877,0.957393384,0.987020696,0.005673741,FALSE,DDX6
ENSG00000142192.22,33840.38516,-0.026990958,0.507022231,-0.053234268,0.957545252,0.987020696,0.005673741,FALSE,APP
ENSG00000155099.8,349.3098034,0.026737061,0.50103686,0.053363461,0.957442318,0.987020696,0.005673741,FALSE,PIP4P2
ENSG00000228423.2,6.58013162,0.065429563,1.228892966,0.053242686,0.957538545,0.987020696,0.005673741,FALSE,NA
ENSG00000234788.1,5.541250406,0.062286239,1.168274906,0.053314711,0.957481159,0.987020696,0.005673741,FALSE,HSPA8P3
ENSG00000259956.2,2663.013898,0.013937028,0.26131745,0.053333706,0.957466025,0.987020696,0.005673741,FALSE,RBM15B
ENSG00000286098.1,30.41736156,0.199050943,3.731104102,0.053349072,0.957453782,0.987020696,0.005673741,FALSE,NA
ENSG00000289372.2,5.081395054,0.076677258,1.435857834,0.053401706,0.957411846,0.987020696,0.005673741,FALSE,NA
ENSG00000173465.8,195.2347933,0.021144711,0.398154508,0.053106798,0.957646815,0.987085459,0.005645246,FALSE,ZNRD2
ENSG00000134086.10,1847.442036,0.01422605,0.268699705,0.052944047,0.957776489,0.987179189,0.005604009,FALSE,VHL
ENSG00000073670.14,19.38936388,-0.028858134,0.547315284,-0.052726709,0.957949658,0.987207916,0.005591371,FALSE,ADAM11
ENSG00000074054.21,3921.613377,-0.015924132,0.302082108,-0.052714583,0.957959319,0.987207916,0.005591371,FALSE,CLASP1
ENSG00000114405.11,438.888859,0.021333995,0.404616952,0.052726399,0.957949905,0.987207916,0.005591371,FALSE,CEP15
ENSG00000287300.1,4.786387915,-0.066640738,1.26180374,-0.052813869,0.957880211,0.987207916,0.005591371,FALSE,LOC105377848
ENSG00000075886.11,4.778313129,-0.076251188,1.466231719,-0.052004869,0.958524814,0.987251097,0.005572375,FALSE,TUBA3D
ENSG00000131115.16,709.5409321,0.011598163,0.22257651,0.052108657,0.958442115,0.987251097,0.005572375,FALSE,ZNF227
ENSG00000151247.13,1593.028737,0.012212374,0.233345952,0.052335917,0.958261035,0.987251097,0.005572375,FALSE,EIF4E
ENSG00000165566.13,9.222238572,0.040826776,0.786530856,0.051907406,0.958602473,0.987251097,0.005572375,FALSE,AMER2
ENSG00000177303.10,986.3278352,0.02125327,0.405762794,0.052378557,0.958227059,0.987251097,0.005572375,FALSE,CASKIN2
ENSG00000185033.15,1749.544023,0.022347183,0.431759317,0.051758427,0.958721182,0.987251097,0.005572375,FALSE,SEMA4B
ENSG00000185414.20,1555.98815,-0.017671811,0.340642017,-0.051877954,0.958625941,0.987251097,0.005572375,FALSE,MRPL30
ENSG00000185760.18,67.16399752,-0.040333827,0.768837175,-0.052460817,0.958161516,0.987251097,0.005572375,FALSE,KCNQ5
ENSG00000197128.13,1139.063214,0.017012009,0.325977864,0.05218762,0.958379197,0.987251097,0.005572375,FALSE,ZNF772
ENSG00000198570.7,10.73497505,0.043829671,0.837101119,0.052358873,0.958242744,0.987251097,0.005572375,FALSE,RD3
ENSG00000226854.1,16.33302353,0.043749315,0.847182708,0.051640944,0.958814794,0.987251097,0.005572375,FALSE,NA
ENSG00000237914.5,7.737468577,0.04397938,0.847463852,0.051895287,0.958612129,0.987251097,0.005572375,FALSE,SIRPG-AS1
ENSG00000242085.1,7.718876256,0.051859956,0.991421041,0.052308711,0.958282713,0.987251097,0.005572375,FALSE,RPS20P33
ENSG00000242615.2,18.79682329,-0.061697173,1.192480685,-0.051738509,0.958737052,0.987251097,0.005572375,FALSE,RPL17P47
ENSG00000243477.6,152.3609402,0.016370855,0.312495224,0.052387538,0.958219904,0.987251097,0.005572375,FALSE,NAA80
ENSG00000245275.9,88.19098479,-0.020604937,0.395472968,-0.052102012,0.95844741,0.987251097,0.005572375,FALSE,SAP30L-AS1
ENSG00000257219.6,11.23360916,-0.054652461,1.058272383,-0.051643094,0.958813081,0.987251097,0.005572375,FALSE,LNCOG
ENSG00000284902.1,11.30768014,0.04495103,0.861126771,0.052200247,0.958369136,0.987251097,0.005572375,FALSE,NA
ENSG00000288900.1,10.75200028,-0.063160055,1.214308516,-0.052013186,0.958518187,0.987251097,0.005572375,FALSE,NA
ENSG00000290742.1,250.9483182,0.013828047,0.26738794,0.0517153,0.958755546,0.987251097,0.005572375,FALSE,SLC25A51P4
ENSG00000290913.1,10.25695173,0.040146913,0.767044315,0.052339757,0.958257975,0.987251097,0.005572375,FALSE,NA
ENSG00000128928.10,1780.150908,0.021235957,0.411795528,0.051569179,0.958871978,0.987270086,0.005564022,FALSE,IVD
ENSG00000257218.6,1631.201715,0.012549678,0.243589991,0.051519679,0.958911421,0.987270807,0.005563705,FALSE,GATC
ENSG00000091986.16,19213.90991,-0.032618476,0.636756147,-0.051226009,0.959145427,0.987289967,0.005555276,FALSE,CCDC80
ENSG00000115944.15,1764.874331,0.01606864,0.313593101,0.051240414,0.959133948,0.987289967,0.005555276,FALSE,COX7A2L
ENSG00000126814.7,878.6744086,0.015611917,0.30438725,0.051289656,0.959094711,0.987289967,0.005555276,FALSE,TRMT5
ENSG00000223653.6,1407.671998,0.017197818,0.336183943,0.051155976,0.959201232,0.987289967,0.005555276,FALSE,NA
ENSG00000250159.7,1594.256391,-0.019795561,0.386252777,-0.051250274,0.959126092,0.987289967,0.005555276,FALSE,NA
ENSG00000279679.1,5.592655823,-0.066134322,1.291933288,-0.051190199,0.959173962,0.987289967,0.005555276,FALSE,NA
ENSG00000284649.3,12.49045134,0.041234475,0.805823889,0.051170579,0.959189596,0.987289967,0.005555276,FALSE,NA
ENSG00000115211.17,906.8210639,0.011648423,0.229073343,0.050850192,0.959444895,0.98738018,0.005515595,FALSE,EIF2B4
ENSG00000177337.10,226.321616,0.026967204,0.53041184,0.050842009,0.959451416,0.98738018,0.005515595,FALSE,NA
ENSG00000230869.1,8.476962135,-0.093807243,1.843722192,-0.050879272,0.959421723,0.98738018,0.005515595,FALSE,NA
ENSG00000253372.5,13.67930238,-0.043481144,0.856074091,-0.050791332,0.959491798,0.98738018,0.005515595,FALSE,NA
ENSG00000270035.1,5.067670055,0.082925039,1.633854529,0.050754236,0.959521358,0.98738018,0.005515595,FALSE,NA
ENSG00000272463.2,73.98136164,-0.025377034,0.499162746,-0.050839199,0.959453655,0.98738018,0.005515595,FALSE,NA
ENSG00000092108.22,2762.253545,0.011345199,0.224707554,0.05048873,0.95973293,0.987402979,0.005505567,FALSE,SCFD1
ENSG00000129514.8,2789.344439,0.045260965,0.896553095,0.050483307,0.959737251,0.987402979,0.005505567,FALSE,FOXA1
ENSG00000168297.16,895.4835619,0.021277723,0.420504688,0.050600442,0.95964391,0.987402979,0.005505567,FALSE,PXK
ENSG00000287077.1,30.50963248,0.028453715,0.562931951,0.050545567,0.959687639,0.987402979,0.005505567,FALSE,NA
ENSG00000290035.1,11.68357832,-0.050914104,1.006352771,-0.0505927,0.95965008,0.987402979,0.005505567,FALSE,NA
ENSG00000273184.1,123.0055876,-0.015359629,0.304683318,-0.050411781,0.959794248,0.987421753,0.005497309,FALSE,NA
ENSG00000184208.13,10.02383504,-0.144526381,2.871376716,-0.050333479,0.959856645,0.987446081,0.005486609,FALSE,NA
ENSG00000280384.1,21.14636428,-0.035451776,0.705122886,-0.050277444,0.959901298,0.987452155,0.005483938,FALSE,NA
ENSG00000170681.7,21.04925484,0.031967666,0.637679579,0.050131237,0.960017807,0.987532143,0.00544876,FALSE,CAVIN4
ENSG00000125734.16,1409.958171,-0.017297421,0.345438686,-0.05007378,0.960063594,0.987539378,0.005445578,FALSE,GPR108
ENSG00000205885.8,270.8314623,-0.017070362,0.342432624,-0.04985028,0.960241699,0.987568818,0.005432631,FALSE,C1RL-AS1
ENSG00000273253.2,11.67088428,0.034978953,0.701711715,0.04984804,0.960243484,0.987568818,0.005432631,FALSE,TRABD-AS1
ENSG00000287515.1,27.19993202,0.085739627,1.718495468,0.049892262,0.960208243,0.987568818,0.005432631,FALSE,NA
ENSG00000288093.1,32.89142092,-0.037369778,0.749744692,-0.049843338,0.960247231,0.987568818,0.005432631,FALSE,NA
ENSG00000221914.11,2015.038272,-0.020063531,0.404145229,-0.049644361,0.960405796,0.987692033,0.005378449,FALSE,PPP2R2A
ENSG00000141198.16,1271.522095,0.026708648,0.539845556,0.049474609,0.960541071,0.98777391,0.005342449,FALSE,TOM1L1
ENSG00000238039.1,22.42518516,-0.043319968,0.876085823,-0.049447174,0.960562935,0.98777391,0.005342449,FALSE,NA
ENSG00000255198.6,12.71751868,-0.037431076,0.762998761,-0.049057847,0.960873196,0.988053089,0.00521972,FALSE,NA
ENSG00000231560.1,189.3026379,0.017324818,0.35536656,0.048751966,0.961116963,0.988263873,0.005127081,FALSE,CLEC12A-AS1
ENSG00000135926.15,4209.605839,-0.019241937,0.39836861,-0.04830184,0.961475688,0.988293488,0.005114066,FALSE,TMBIM1
ENSG00000142396.11,1055.596372,0.015544165,0.324614159,0.047885049,0.961807855,0.988293488,0.005114066,FALSE,ERVK3-1
ENSG00000155827.12,1982.195356,-0.010725821,0.22267859,-0.048167278,0.961582929,0.988293488,0.005114066,FALSE,RNF20
ENSG00000164061.5,127.5461717,-0.024159504,0.498859617,-0.048429465,0.961373977,0.988293488,0.005114066,FALSE,BSN
ENSG00000185973.12,906.9240477,-0.016373874,0.337006808,-0.048586181,0.961249083,0.988293488,0.005114066,FALSE,TMLHE
ENSG00000188089.14,5.580392125,0.04985088,1.04125652,0.047875695,0.96181531,0.988293488,0.005114066,FALSE,PLA2G4E
ENSG00000203647.2,11.78180193,0.038359757,0.793695903,0.048330547,0.96145281,0.988293488,0.005114066,FALSE,NA
ENSG00000226954.1,17.43524308,0.031902817,0.661192574,0.048250417,0.96151667,0.988293488,0.005114066,FALSE,NA
ENSG00000230882.1,105.3318183,-0.04046976,0.83440068,-0.04850159,0.961316497,0.988293488,0.005114066,FALSE,NA
ENSG00000232112.3,1296.888149,-0.020158021,0.419039802,-0.048105265,0.96163235,0.988293488,0.005114066,FALSE,TMA7
